myid,runno,depot,page_1,page,day,Paddle,Paddle PC,Trip Sheet
SouthernSaturday702,702,Southern,1 of 2,175,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page175.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=175.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday703,703,Southern,1 of 2,177,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page177.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=177.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday704,704,Southern,1 of 2,179,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page179.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=179.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday705,705,Southern,1 of 2,181,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page181.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=181.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday706,706,Southern,1 of 2,183,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page183.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=183.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday751,751,Southern,1 of 2,185,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page185.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=185.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday752,752,Southern,1 of 2,187,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page187.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=187.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday753,753,Southern,1 of 2,189,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page189.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=189.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday754,754,Southern,1 of 2,191,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page191.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=191.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday755,755,Southern,1 of 2,193,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page193.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=193.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday756,756,Southern,1 of 1,195,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page195.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=195.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday757,757,Southern,1 of 2,196,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page196.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=196.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday758,758,Southern,1 of 2,198,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page198.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=198.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday759,759,Southern,1 of 2,200,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page200.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=200.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday760,760,Southern,1 of 2,202,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page202.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=202.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday761,761,Southern,1 of 1,204,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page204.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=204.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday762,762,Southern,1 of 1,205,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page205.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=205.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday763,763,Southern,1 of 2,206,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page206.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=206.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday801,801,Southern,1 of 2,208,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page208.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=208.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday802,802,Southern,1 of 2,210,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page210.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=210.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday803,803,Southern,1 of 2,212,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page212.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=212.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday804,804,Southern,1 of 3,214,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page214.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=214.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday805,805,Southern,1 of 2,217,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page217.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=217.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday806,806,Southern,1 of 3,219,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page219.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=219.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday807,807,Southern,1 of 2,222,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page222.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=222.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday808,808,Southern,1 of 2,224,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page224.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=224.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday809,809,Southern,1 of 2,226,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page226.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=226.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday810,810,Southern,1 of 2,228,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page228.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=228.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday851,851,Southern,1 of 2,230,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page230.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=230.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday852,852,Southern,1 of 2,232,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page232.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=232.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday853,853,Southern,1 of 2,234,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page234.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=234.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday854,854,Southern,1 of 2,236,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page236.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=236.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday855,855,Southern,1 of 2,238,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page238.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=238.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday856,856,Southern,1 of 2,240,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page240.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=240.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday857,857,Southern,1 of 2,242,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page242.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=242.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday858,858,Southern,1 of 2,244,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page244.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=244.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday859,859,Southern,1 of 2,246,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page246.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=246.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday901,901,Southern,1 of 2,248,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page248.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=248.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday902,902,Southern,1 of 2,250,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page250.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=250.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday903,903,Southern,1 of 2,252,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page252.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=252.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday904,904,Southern,1 of 2,254,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page254.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=254.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday905,905,Southern,1 of 2,256,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page256.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=256.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday951,951,Southern,1 of 2,258,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page258.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=258.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday952,952,Southern,1 of 2,260,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page260.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=260.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday953,953,Southern,1 of 2,262,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page262.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=262.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday954,954,Southern,1 of 2,264,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page264.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=264.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday955,955,Southern,1 of 2,266,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page266.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=266.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSaturday956,956,Southern,1 of 2,268,Saturday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page268.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/saturday-paddles#page=268.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/saturday-trip-sheets.pdf
SouthernSunday1,1,Southern,1 of 2,1,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page1.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=1.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday2,2,Southern,1 of 2,3,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page3.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=3.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday3,3,Southern,1 of 2,5,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page5.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=5.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday4,4,Southern,1 of 2,7,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page7.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=7.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday5,5,Southern,1 of 2,9,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page9.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=9.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday6,6,Southern,1 of 2,11,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page11.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=11.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday51,51,Southern,1 of 2,13,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page13.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=13.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday52,52,Southern,1 of 3,15,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page15.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=15.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday101,101,Southern,1 of 2,18,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page18.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=18.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday102,102,Southern,1 of 1,20,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page20.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=20.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday103,103,Southern,1 of 1,21,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page21.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=21.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday104,104,Southern,1 of 1,22,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page22.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=22.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday105,105,Southern,1 of 1,23,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page23.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=23.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday201,201,Southern,1 of 2,24,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page24.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=24.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday202,202,Southern,1 of 2,26,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page26.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=26.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday203,203,Southern,1 of 2,28,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page28.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=28.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday204,204,Southern,1 of 1,30,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page30.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=30.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday205,205,Southern,1 of 2,31,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page31.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=31.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday206,206,Southern,1 of 2,33,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page33.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=33.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday207,207,Southern,1 of 1,35,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page35.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=35.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday208,208,Southern,1 of 2,36,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page36.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=36.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday209,209,Southern,1 of 2,38,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page38.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=38.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday210,210,Southern,1 of 1,40,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page40.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=40.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday275,275,Southern,1 of 3,41,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page41.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=41.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday276,276,Southern,1 of 3,44,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page44.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=44.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday277,277,Southern,1 of 2,47,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page47.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=47.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday278,278,Southern,1 of 4,49,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page49.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=49.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday279,279,Southern,1 of 2,53,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page53.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=53.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday280,280,Southern,1 of 2,55,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page55.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=55.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday281,281,Southern,1 of 2,57,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page57.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=57.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday301,301,Southern,1 of 2,59,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page59.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=59.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
SouthernSunday302,302,Southern,1 of 2,61,Sunday,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page61.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/paddles/sunday-paddles#page=61.pdf,https://www4.septa.org/picking/pdf/spring-a-2026/southern/trip-sheets/sunday-trip-sheets.pdf
